Sale Year,Battery kWh,Cathode Mix,Propulsion,Global Segment,Total Sales,Total Mwh
2021,18.1,NMC 622,PHEV,SUV,0,0
2022,18.1,NMC 622,PHEV,SUV,0,0
2023,18.1,NMC 622,PHEV,SUV,0,0
2024,18.1,NMC 622,PHEV,SUV,495,8.959499999999998
2025,18.1,NMC 622,PHEV,SUV,18,0.3258
2014,13.6,NMC (unspecified),PHEV,SUV,0,0
2015,13.6,NMC (unspecified),PHEV,SUV,0,0
2016,13.6,NMC (unspecified),PHEV,SUV,0,0
2017,13.6,NMC (unspecified),PHEV,SUV,0,0
2018,13.6,NMC (unspecified),PHEV,SUV,0,0
2019,13.6,NMC (unspecified),PHEV,SUV,78,1.0608
2020,13.6,NMC (unspecified),PHEV,SUV,1843,25.0648
2021,13.6,NMC (unspecified),PHEV,SUV,2901,39.4536
2022,13.6,NMC (unspecified),PHEV,SUV,1904,25.8944
2023,13.6,NMC (unspecified),PHEV,SUV,1835,24.956000000000003
2024,13.6,NMC (unspecified),PHEV,SUV,757,10.295200000000001
2025,13.6,NMC (unspecified),PHEV,SUV,0,0
2014,14.4,NMC (unspecified),PHEV,SUV,0,0
2015,14.4,NMC (unspecified),PHEV,SUV,0,0
2016,14.4,NMC (unspecified),PHEV,SUV,0,0
2017,14.4,NMC (unspecified),PHEV,SUV,0,0
2018,14.4,NMC (unspecified),PHEV,SUV,0,0
2019,14.4,NMC (unspecified),PHEV,SUV,0,0
2020,14.4,NMC (unspecified),PHEV,SUV,65,0.936
2021,14.4,NMC (unspecified),PHEV,SUV,409,5.8896
2022,14.4,NMC (unspecified),PHEV,SUV,2205,31.752
2023,14.4,NMC (unspecified),PHEV,SUV,1532,22.0608
2024,14.4,NMC (unspecified),PHEV,SUV,3664,52.76160000000001
2025,14.4,NMC (unspecified),PHEV,SUV,349,5.0256
2014,118,NMC (unspecified),BEV,Car,0,0
2015,118,NMC (unspecified),BEV,Car,0,0
2016,118,NMC (unspecified),BEV,Car,0,0
2017,118,NMC (unspecified),BEV,Car,0,0
2018,118,NMC (unspecified),BEV,Car,0,0
2019,118,NMC (unspecified),BEV,Car,0,0
2020,118,NMC (unspecified),BEV,Car,0,0
2021,118,NMC (unspecified),BEV,Car,125,14.749999999999998
2022,118,NMC (unspecified),BEV,Car,4369,515.5419999999999
2023,118,NMC (unspecified),BEV,Car,5080,599.4399999999999
2024,118,NMC (unspecified),BEV,Car,6816,804.2879999999999
2025,118,NMC (unspecified),BEV,Car,600,70.8
2014,124,NMC (unspecified),BEV,SUV,0,0
2015,124,NMC (unspecified),BEV,SUV,0,0
2016,124,NMC (unspecified),BEV,SUV,0,0
2017,124,NMC (unspecified),BEV,SUV,0,0
2018,124,NMC (unspecified),BEV,SUV,0,0
2019,124,NMC (unspecified),BEV,SUV,0,0
2020,124,NMC (unspecified),BEV,SUV,0,0
2021,124,NMC (unspecified),BEV,SUV,0,0
2022,124,NMC (unspecified),BEV,SUV,0,0
2023,124,NMC (unspecified),BEV,SUV,0,0
2024,124,NMC (unspecified),BEV,SUV,9,1.116
2025,124,NMC (unspecified),BEV,SUV,50,6.2
2014,105,NMC (unspecified),BEV,SUV,0,0
2015,105,NMC (unspecified),BEV,SUV,0,0
2016,105,NMC (unspecified),BEV,SUV,0,0
2017,105,NMC (unspecified),BEV,SUV,0,0
2018,105,NMC (unspecified),BEV,SUV,0,0
2019,105,NMC (unspecified),BEV,SUV,0,0
2020,105,NMC (unspecified),BEV,SUV,0,0
2021,105,NMC (unspecified),BEV,SUV,0,0
2022,105,NMC (unspecified),BEV,SUV,0,0
2023,105,NMC (unspecified),BEV,SUV,0,0
2024,105,NMC (unspecified),BEV,SUV,11,1.155
2025,105,NMC (unspecified),BEV,SUV,3,0.315
2014,17.8,NMC (unspecified),PHEV,SUV,0,0
2015,17.8,NMC (unspecified),PHEV,SUV,0,0
2016,17.8,NMC (unspecified),PHEV,SUV,0,0
2017,17.8,NMC (unspecified),PHEV,SUV,0,0
2018,17.8,NMC (unspecified),PHEV,SUV,0,0
2019,17.8,NMC (unspecified),PHEV,SUV,0,0
2020,17.8,NMC (unspecified),PHEV,SUV,0,0
2021,17.8,NMC (unspecified),PHEV,SUV,0,0
2022,17.8,NMC (unspecified),PHEV,SUV,0,0
2023,17.8,NMC (unspecified),PHEV,SUV,0,0
2024,17.8,NMC (unspecified),PHEV,SUV,3448,61.3744
2025,17.8,NMC (unspecified),PHEV,SUV,274,4.8772
2014,17.8,NMC (unspecified),PHEV,SUV,0,0
2015,17.8,NMC (unspecified),PHEV,SUV,0,0
2016,17.8,NMC (unspecified),PHEV,SUV,0,0
2017,17.8,NMC (unspecified),PHEV,SUV,0,0
2018,17.8,NMC (unspecified),PHEV,SUV,0,0
2019,17.8,NMC (unspecified),PHEV,SUV,0,0
2020,17.8,NMC (unspecified),PHEV,SUV,0,0
2021,17.8,NMC (unspecified),PHEV,SUV,0,0
2022,17.8,NMC (unspecified),PHEV,SUV,0,0
2023,17.8,NMC (unspecified),PHEV,SUV,9803,174.49339999999998
2024,17.8,NMC (unspecified),PHEV,SUV,13096,233.1088
2025,17.8,NMC (unspecified),PHEV,SUV,1603,28.5334
2014,35.5 / 17.8,NMC 622,BEV,SUV,0,0
2015,35.5 / 17.8,NMC 622,BEV,SUV,0,0
2016,35.5 / 17.8,NMC 622,BEV,SUV,0,0
2017,35.5 / 17.8,NMC 622,BEV,SUV,0,0
2018,35.5 / 17.8,NMC 622,BEV,SUV,0,0
2019,35.5 / 17.8,NMC 622,BEV,SUV,0,0
2020,35.5 / 17.8,NMC 622,BEV,SUV,0,0
2021,35.5 / 17.8,NMC 622,BEV,SUV,181,6.4254999999999995
2022,35.5 / 17.8,NMC 622,BEV,SUV,324,11.502
2023,35.5 / 17.8,NMC 622,BEV,SUV,100,2.6499999999999995
2024,35.5 / 17.8,NMC 622,BEV,SUV,0,0
2025,35.5 / 17.8,NMC 622,BEV,SUV,0,0
2014,7.4,NMC (unspecified),PHEV,SUV,0,0
2015,7.4,NMC (unspecified),PHEV,SUV,0,0
2016,7.4,NMC (unspecified),PHEV,SUV,0,0
2017,7.4,NMC (unspecified),PHEV,SUV,0,0
2018,7.4,NMC (unspecified),PHEV,SUV,0,0
2019,7.4,NMC (unspecified),PHEV,SUV,0,0
2020,7.4,NMC (unspecified),PHEV,SUV,0,0
2021,7.4,NMC (unspecified),PHEV,SUV,0,0
2022,7.4,NMC (unspecified),PHEV,SUV,0,0
2023,7.4,NMC (unspecified),PHEV,SUV,0,0
2024,7.4,NMC (unspecified),PHEV,SUV,0,0
2025,7.4,NMC (unspecified),PHEV,SUV,0,0
2014,28,NCA (unspecified),BEV,SUV,774,21.672
2015,28,NCA (unspecified),BEV,SUV,1906,53.36800000000001
2016,28,NCA (unspecified),BEV,SUV,632,17.696
2017,28,NCA (unspecified),BEV,SUV,744,20.831999999999997
2018,28,NCA (unspecified),BEV,SUV,135,3.7800000000000002
2019,28,NCA (unspecified),BEV,SUV,9,0.252
2020,28,NCA (unspecified),BEV,SUV,0,0
2021,28,NCA (unspecified),BEV,SUV,0,0
2022,28,NCA (unspecified),BEV,SUV,0,0
2023,28,NCA (unspecified),BEV,SUV,0,0
2024,28,NCA (unspecified),BEV,SUV,0,0
2025,28,NCA (unspecified),BEV,SUV,0,0
2014,8.7,NMC 622,PHEV,Car,0,0
2015,8.7,NMC 622,PHEV,Car,0,0
2016,8.7,NMC 622,PHEV,Car,171,1.4877
2017,8.7,NMC 622,PHEV,Car,817,7.107900000000001
2018,8.7,NMC 622,PHEV,Car,1851,16.1037
2019,8.7,NMC 622,PHEV,Car,571,4.967699999999999
2020,8.7,NMC 622,PHEV,Car,0,0
2021,8.7,NMC 622,PHEV,Car,0,0
2022,8.7,NMC 622,PHEV,Car,0,0
2023,8.7,NMC 622,PHEV,Car,0,0
2024,8.7,NMC 622,PHEV,Car,0,0
2025,8.7,NMC 622,PHEV,Car,0,0
2014,25.4,NMC (unspecified),PHEV,Car,0,0
2015,25.4,NMC (unspecified),PHEV,Car,0,0
2016,25.4,NMC (unspecified),PHEV,Car,0,0
2017,25.4,NMC (unspecified),PHEV,Car,0,0
2018,25.4,NMC (unspecified),PHEV,Car,0,0
2019,25.4,NMC (unspecified),PHEV,Car,0,0
2020,25.4,NMC (unspecified),PHEV,Car,0,0
2021,25.4,NMC (unspecified),PHEV,Car,0,0
2022,25.4,NMC (unspecified),PHEV,Car,0,0
2023,25.4,NMC (unspecified),PHEV,Car,0,0
2024,25.4,NMC (unspecified),PHEV,Car,273,6.934200000000001
2025,25.4,NMC (unspecified),PHEV,Car,146,3.7084
2014,79.8,NMC (unspecified),BEV,SUV,0,0
2015,79.8,NMC (unspecified),BEV,SUV,0,0
2016,79.8,NMC (unspecified),BEV,SUV,0,0
2017,79.8,NMC (unspecified),BEV,SUV,0,0
2018,79.8,NMC (unspecified),BEV,SUV,0,0
2019,79.8,NMC (unspecified),BEV,SUV,0,0
2020,79.8,NMC (unspecified),BEV,SUV,0,0
2021,79.8,NMC (unspecified),BEV,SUV,0,0
2022,79.8,NMC (unspecified),BEV,SUV,1672,133.4256
2023,79.8,NMC (unspecified),BEV,SUV,9721,775.7358
2024,79.8,NMC (unspecified),BEV,SUV,5380,429.324
2025,79.8,NMC (unspecified),BEV,SUV,410,32.718
2014,73.5,NMC (unspecified),BEV,SUV,0,0
2015,73.5,NMC (unspecified),BEV,SUV,0,0
2016,73.5,NMC (unspecified),BEV,SUV,0,0
2017,73.5,NMC (unspecified),BEV,SUV,0,0
2018,73.5,NMC (unspecified),BEV,SUV,0,0
2019,73.5,NMC (unspecified),BEV,SUV,0,0
2020,73.5,NMC (unspecified),BEV,SUV,0,0
2021,73.5,NMC (unspecified),BEV,SUV,0,0
2022,73.5,NMC (unspecified),BEV,SUV,0,0
2023,73.5,NMC (unspecified),BEV,SUV,2046,150.381
2024,73.5,NMC (unspecified),BEV,SUV,3530,259.45500000000004
2025,73.5,NMC (unspecified),BEV,SUV,221,16.2435
2014,89,NMC 811,BEV,Car,0,0
2015,89,NMC 811,BEV,Car,0,0
2016,89,NMC 811,BEV,Car,0,0
2017,89,NMC 811,BEV,Car,0,0
2018,89,NMC 811,BEV,Car,0,0
2019,89,NMC 811,BEV,Car,0,0
2020,89,NMC 811,BEV,Car,0,0
2021,89,NMC 811,BEV,Car,0,0
2022,89,NMC 811,BEV,Car,110,9.79
2023,89,NMC 811,BEV,Car,1790,159.31000000000003
2024,89,NMC 811,BEV,Car,1868,166.252
2025,89,NMC 811,BEV,Car,30,2.67
2014,96.1,NMC 811,BEV,Car,0,0
2015,96.1,NMC 811,BEV,Car,0,0
2016,96.1,NMC 811,BEV,Car,0,0
2017,96.1,NMC 811,BEV,Car,0,0
2018,96.1,NMC 811,BEV,Car,0,0
2019,96.1,NMC 811,BEV,Car,0,0
2020,96.1,NMC 811,BEV,Car,0,0
2021,96.1,NMC 811,BEV,Car,0,0
2022,96.1,NMC 811,BEV,Car,274,26.3314
2023,96.1,NMC 811,BEV,Car,3364,323.2804
2024,96.1,NMC 811,BEV,Car,2354,226.21939999999998
2025,96.1,NMC 811,BEV,Car,34,3.2674
2014,96,NMC 811,BEV,SUV,0,0
2015,96,NMC 811,BEV,SUV,0,0
2016,96,NMC 811,BEV,SUV,0,0
2017,96,NMC 811,BEV,SUV,0,0
2018,96,NMC 811,BEV,SUV,0,0
2019,96,NMC 811,BEV,SUV,0,0
2020,96,NMC 811,BEV,SUV,0,0
2021,96,NMC 811,BEV,SUV,0,0
2022,96,NMC 811,BEV,SUV,0,0
2023,96,NMC 811,BEV,SUV,2845,273.12
2024,96,NMC 811,BEV,SUV,0,0
2025,96,NMC 811,BEV,SUV,0,0
2014,96.1,NMC 811,BEV,SUV,0,0
2015,96.1,NMC 811,BEV,SUV,0,0
2016,96.1,NMC 811,BEV,SUV,0,0
2017,96.1,NMC 811,BEV,SUV,0,0
2018,96.1,NMC 811,BEV,SUV,0,0
2019,96.1,NMC 811,BEV,SUV,0,0
2020,96.1,NMC 811,BEV,SUV,0,0
2021,96.1,NMC 811,BEV,SUV,0,0
2022,96.1,NMC 811,BEV,SUV,0,0
2023,96.1,NMC 811,BEV,SUV,7759,745.6399
2024,96.1,NMC 811,BEV,SUV,12792,1229.3111999999999
2025,96.1,NMC 811,BEV,SUV,225,21.6225
2014,120,NMC 811,BEV,Car,0,0
2015,120,NMC 811,BEV,Car,0,0
2016,120,NMC 811,BEV,Car,0,0
2017,120,NMC 811,BEV,Car,0,0
2018,120,NMC 811,BEV,Car,0,0
2019,120,NMC 811,BEV,Car,0,0
2020,120,NMC 811,BEV,Car,0,0
2021,120,NMC 811,BEV,Car,443,53.16
2022,120,NMC 811,BEV,Car,8531,1023.7199999999999
2023,120,NMC 811,BEV,Car,4356,522.72
2024,120,NMC 811,BEV,Car,3497,419.64
2025,120,NMC 811,BEV,Car,71,8.52
2014,96.1,NMC 811,BEV,Car,0,0
2015,96.1,NMC 811,BEV,Car,0,0
2016,96.1,NMC 811,BEV,Car,0,0
2017,96.1,NMC 811,BEV,Car,0,0
2018,96.1,NMC 811,BEV,Car,0,0
2019,96.1,NMC 811,BEV,Car,0,0
2020,96.1,NMC 811,BEV,Car,0,0
2021,96.1,NMC 811,BEV,Car,0,0
2022,96.1,NMC 811,BEV,Car,950,91.29499999999999
2023,96.1,NMC 811,BEV,Car,2332,224.1052
2024,96.1,NMC 811,BEV,Car,0,0
2025,96.1,NMC 811,BEV,Car,0,0
2014,120,NMC 811,BEV,SUV,0,0
2015,120,NMC 811,BEV,SUV,0,0
2016,120,NMC 811,BEV,SUV,0,0
2017,120,NMC 811,BEV,SUV,0,0
2018,120,NMC 811,BEV,SUV,0,0
2019,120,NMC 811,BEV,SUV,0,0
2020,120,NMC 811,BEV,SUV,0,0
2021,120,NMC 811,BEV,SUV,0,0
2022,120,NMC 811,BEV,SUV,884,106.08
2023,120,NMC 811,BEV,SUV,8989,1078.6800000000003
2024,120,NMC 811,BEV,SUV,6379,765.4799999999999
2025,120,NMC 811,BEV,SUV,127,15.24
2014,56 / 81 / 113,LFP (unspecified),BEV,SUV,0,0
2015,56 / 81 / 113,LFP (unspecified),BEV,SUV,0,0
2016,56 / 81 / 113,LFP (unspecified),BEV,SUV,0,0
2017,56 / 81 / 113,LFP (unspecified),BEV,SUV,0,0
2018,56 / 81 / 113,LFP (unspecified),BEV,SUV,0,0
2019,56 / 81 / 113,LFP (unspecified),BEV,SUV,0,0
2020,56 / 81 / 113,LFP (unspecified),BEV,SUV,0,0
2021,56 / 81 / 113,LFP (unspecified),BEV,SUV,0,0
2022,56 / 81 / 113,LFP (unspecified),BEV,SUV,0,0
2023,56 / 81 / 113,LFP (unspecified),BEV,SUV,0,0
2024,56 / 81 / 113,LFP (unspecified),BEV,SUV,1060,88.298
2025,56 / 81 / 113,LFP (unspecified),BEV,SUV,80,6.664
2014,124,NMC (unspecified),BEV,SUV,0,0
2015,124,NMC (unspecified),BEV,SUV,0,0
2016,124,NMC (unspecified),BEV,SUV,0,0
2017,124,NMC (unspecified),BEV,SUV,0,0
2018,124,NMC (unspecified),BEV,SUV,0,0
2019,124,NMC (unspecified),BEV,SUV,0,0
2020,124,NMC (unspecified),BEV,SUV,0,0
2021,124,NMC (unspecified),BEV,SUV,0,0
2022,124,NMC (unspecified),BEV,SUV,0,0
2023,124,NMC (unspecified),BEV,SUV,0,0
2024,124,NMC (unspecified),BEV,SUV,0,0
2025,124,NMC (unspecified),BEV,SUV,527,65.348
2014,8.7,NMC 622,PHEV,SUV,0,0
2015,8.7,NMC 622,PHEV,SUV,0,0
2016,8.7,NMC 622,PHEV,SUV,0,0
2017,8.7,NMC 622,PHEV,SUV,0,0
2018,8.7,NMC 622,PHEV,SUV,596,5.1852
2019,8.7,NMC 622,PHEV,SUV,2906,25.2822
2020,8.7,NMC 622,PHEV,SUV,160,1.3920000000000003
2021,8.7,NMC 622,PHEV,SUV,0,0
2022,8.7,NMC 622,PHEV,SUV,0,0
2023,8.7,NMC 622,PHEV,SUV,0,0
2024,8.7,NMC 622,PHEV,SUV,0,0
2025,8.7,NMC 622,PHEV,SUV,0,0
2014,13.5,NMC 811 + 111,PHEV,SUV,0,0
2015,13.5,NMC 811 + 111,PHEV,SUV,0,0
2016,13.5,NMC 811 + 111,PHEV,SUV,0,0
2017,13.5,NMC 811 + 111,PHEV,SUV,0,0
2018,13.5,NMC 811 + 111,PHEV,SUV,0,0
2019,13.5,NMC 811 + 111,PHEV,SUV,0,0
2020,13.5,NMC 811 + 111,PHEV,SUV,4378,59.10300000000001
2021,13.5,NMC 811 + 111,PHEV,SUV,2867,38.704499999999996
2022,13.5,NMC 811 + 111,PHEV,SUV,0,0
2023,13.5,NMC 811 + 111,PHEV,SUV,0,0
2024,13.5,NMC 811 + 111,PHEV,SUV,0,0
2025,13.5,NMC 811 + 111,PHEV,SUV,0,0
2014,31.2,NMC (unspecified),PHEV,SUV,0,0
2015,31.2,NMC (unspecified),PHEV,SUV,0,0
2016,31.2,NMC (unspecified),PHEV,SUV,0,0
2017,31.2,NMC (unspecified),PHEV,SUV,0,0
2018,31.2,NMC (unspecified),PHEV,SUV,0,0
2019,31.2,NMC (unspecified),PHEV,SUV,0,0
2020,31.2,NMC (unspecified),PHEV,SUV,0,0
2021,31.2,NMC (unspecified),PHEV,SUV,0,0
2022,31.2,NMC (unspecified),PHEV,SUV,0,0
2023,31.2,NMC (unspecified),PHEV,SUV,0,0
2024,31.2,NMC (unspecified),PHEV,SUV,1802,56.2224
2025,31.2,NMC (unspecified),PHEV,SUV,1295,40.404
2014,8.7,NMC (unspecified),PHEV,SUV,0,0
2015,8.7,NMC (unspecified),PHEV,SUV,0,0
2016,8.7,NMC (unspecified),PHEV,SUV,231,2.0096999999999996
2017,8.7,NMC (unspecified),PHEV,SUV,463,4.0281
2018,8.7,NMC (unspecified),PHEV,SUV,1046,9.1002
2019,8.7,NMC (unspecified),PHEV,SUV,370,3.219
2020,8.7,NMC (unspecified),PHEV,SUV,0,0
2021,8.7,NMC (unspecified),PHEV,SUV,0,0
2022,8.7,NMC (unspecified),PHEV,SUV,0,0
2023,8.7,NMC (unspecified),PHEV,SUV,0,0
2024,8.7,NMC (unspecified),PHEV,SUV,0,0
2025,8.7,NMC (unspecified),PHEV,SUV,0,0
2014,23.3,tba (unspecified),PHEV,SUV,0,0
2015,23.3,tba (unspecified),PHEV,SUV,0,0
2016,23.3,tba (unspecified),PHEV,SUV,0,0
2017,23.3,tba (unspecified),PHEV,SUV,0,0
2018,23.3,tba (unspecified),PHEV,SUV,0,0
2019,23.3,tba (unspecified),PHEV,SUV,0,0
2020,23.3,tba (unspecified),PHEV,SUV,0,0
2021,23.3,tba (unspecified),PHEV,SUV,0,0
2022,23.3,tba (unspecified),PHEV,SUV,0,0
2023,23.3,tba (unspecified),PHEV,SUV,0,0
2024,23.3,tba (unspecified),PHEV,SUV,3772,87.8876
2025,23.3,tba (unspecified),PHEV,SUV,1164,27.1212
2014,8.7,NMC (unspecified),PHEV,Car,0,0
2015,8.7,NMC (unspecified),PHEV,Car,118,1.0266
2016,8.7,NMC (unspecified),PHEV,Car,550,4.785
2017,8.7,NMC (unspecified),PHEV,Car,666,5.7942
2018,8.7,NMC (unspecified),PHEV,Car,90,0.7829999999999999
2019,8.7,NMC (unspecified),PHEV,Car,13,0.1131
2020,8.7,NMC (unspecified),PHEV,Car,0,0
2021,8.7,NMC (unspecified),PHEV,Car,0,0
2022,8.7,NMC (unspecified),PHEV,Car,0,0
2023,8.7,NMC (unspecified),PHEV,Car,0,0
2024,8.7,NMC (unspecified),PHEV,Car,0,0
2025,8.7,NMC (unspecified),PHEV,Car,0,0
2014,13.5,NMC 811 + 111,PHEV,Car,0,0
2015,13.5,NMC 811 + 111,PHEV,Car,0,0
2016,13.5,NMC 811 + 111,PHEV,Car,0,0
2017,13.5,NMC 811 + 111,PHEV,Car,0,0
2018,13.5,NMC 811 + 111,PHEV,Car,0,0
2019,13.5,NMC 811 + 111,PHEV,Car,31,0.4185000000000001
2020,13.5,NMC 811 + 111,PHEV,Car,3633,49.0455
2021,13.5,NMC 811 + 111,PHEV,Car,650,8.775
2022,13.5,NMC 811 + 111,PHEV,Car,0,0
2023,13.5,NMC 811 + 111,PHEV,Car,0,0
2024,13.5,NMC 811 + 111,PHEV,Car,0,0
2025,13.5,NMC 811 + 111,PHEV,Car,0,0
2014,28.6,NMC (unspecified),PHEV,Car,0,0
2015,28.6,NMC (unspecified),PHEV,Car,0,0
2016,28.6,NMC (unspecified),PHEV,Car,0,0
2017,28.6,NMC (unspecified),PHEV,Car,0,0
2018,28.6,NMC (unspecified),PHEV,Car,0,0
2019,28.6,NMC (unspecified),PHEV,Car,0,0
2020,28.6,NMC (unspecified),PHEV,Car,0,0
2021,28.6,NMC (unspecified),PHEV,Car,0,0
2022,28.6,NMC (unspecified),PHEV,Car,0,0
2023,28.6,NMC (unspecified),PHEV,Car,0,0
2024,28.6,NMC (unspecified),PHEV,Car,1607,45.9602
2025,28.6,NMC (unspecified),PHEV,Car,307,8.7802
2014,32.6,NMC (unspecified),BEV,Car,0,0
2015,32.6,NMC (unspecified),BEV,Car,0,0
2016,32.6,NMC (unspecified),BEV,Car,0,0
2017,32.6,NMC (unspecified),BEV,Car,0,0
2018,32.6,NMC (unspecified),BEV,Car,0,0
2019,32.6,NMC (unspecified),BEV,Car,0,0
2020,32.6,NMC (unspecified),BEV,Car,665,21.679000000000002
2021,32.6,NMC (unspecified),BEV,Car,1823,59.4298
2022,32.6,NMC (unspecified),BEV,Car,3654,119.1204
2023,32.6,NMC (unspecified),BEV,Car,3254,106.08040000000001
2024,32.6,NMC (unspecified),BEV,Car,1932,62.9832
2025,32.6,NMC (unspecified),BEV,Car,3,0.0978
2014,66.5,NMC (unspecified),BEV,SUV,0,0
2015,66.5,NMC (unspecified),BEV,SUV,0,0
2016,66.5,NMC (unspecified),BEV,SUV,0,0
2017,66.5,NMC (unspecified),BEV,SUV,0,0
2018,66.5,NMC (unspecified),BEV,SUV,0,0
2019,66.5,NMC (unspecified),BEV,SUV,0,0
2020,66.5,NMC (unspecified),BEV,SUV,0,0
2021,66.5,NMC (unspecified),BEV,SUV,0,0
2022,66.5,NMC (unspecified),BEV,SUV,0,0
2023,66.5,NMC (unspecified),BEV,SUV,0,0
2024,66.5,NMC (unspecified),BEV,SUV,1188,79.00200000000001
2025,66.5,NMC (unspecified),BEV,SUV,179,11.9035
2014,"7,7 / 9,7",NMC 111,PHEV,SUV,0,0
2015,"7,7 / 9,7",NMC 111,PHEV,SUV,0,0
2016,"7,7 / 9,7",NMC 111,PHEV,SUV,0,0
2017,"7,7 / 9,7",NMC 111,PHEV,SUV,475,3.6574999999999998
2018,"7,7 / 9,7",NMC 111,PHEV,SUV,1606,12.366200000000001
2019,"7,7 / 9,7",NMC 111,PHEV,SUV,827,6.3679
2020,"7,7 / 9,7",NMC 111,PHEV,SUV,183,1.7751000000000001
2021,"7,7 / 9,7",NMC 111,PHEV,SUV,357,3.4629
2022,"7,7 / 9,7",NMC 111,PHEV,SUV,547,5.3059
2023,"7,7 / 9,7",NMC 111,PHEV,SUV,521,5.053700000000001
2024,"7,7 / 9,7",NMC 111,PHEV,SUV,529,5.1313
2025,"7,7 / 9,7",NMC 111,PHEV,SUV,172,1.6684
2014,16,LTO (unspecified),BEV,Car,196,3.1360000000000006
2015,16,LTO (unspecified),BEV,Car,115,1.84
2016,16,LTO (unspecified),BEV,Car,94,1.5040000000000002
2017,16,LTO (unspecified),BEV,Car,6,0.096
2018,16,LTO (unspecified),BEV,Car,0,0
2019,16,LTO (unspecified),BEV,Car,0,0
2020,16,LTO (unspecified),BEV,Car,0,0
2021,16,LTO (unspecified),BEV,Car,0,0
2022,16,LTO (unspecified),BEV,Car,0,0
2023,16,LTO (unspecified),BEV,Car,0,0
2024,16,LTO (unspecified),BEV,Car,0,0
2025,16,LTO (unspecified),BEV,Car,0,0
2014,"12,0 / 13,8",NMC 111 + LMO,PHEV,SUV,0,0
2015,"12,0 / 13,8",NMC 111 + LMO,PHEV,SUV,0,0
2016,"12,0 / 13,8",NMC 111 + LMO,PHEV,SUV,0,0
2017,"12,0 / 13,8",NMC 111 + LMO,PHEV,SUV,99,1.188
2018,"12,0 / 13,8",NMC 111 + LMO,PHEV,SUV,4166,49.992
2019,"12,0 / 13,8",NMC 111 + LMO,PHEV,SUV,2810,38.778000000000006
2020,"12,0 / 13,8",NMC 111 + LMO,PHEV,SUV,1964,27.103199999999998
2021,"12,0 / 13,8",NMC 111 + LMO,PHEV,SUV,2250,31.049999999999997
2022,"12,0 / 13,8",NMC 111 + LMO,PHEV,SUV,1132,15.621600000000003
2023,"12,0 / 13,8",NMC 111 + LMO,PHEV,SUV,0,0
2024,"12,0 / 13,8",NMC 111 + LMO,PHEV,SUV,0,0
2025,"12,0 / 13,8",NMC 111 + LMO,PHEV,SUV,0,0
2014,20,NMC (unspecified),PHEV,SUV,0,0
2015,20,NMC (unspecified),PHEV,SUV,0,0
2016,20,NMC (unspecified),PHEV,SUV,0,0
2017,20,NMC (unspecified),PHEV,SUV,0,0
2018,20,NMC (unspecified),PHEV,SUV,0,0
2019,20,NMC (unspecified),PHEV,SUV,0,0
2020,20,NMC (unspecified),PHEV,SUV,0,0
2021,20,NMC (unspecified),PHEV,SUV,0,0
2022,20,NMC (unspecified),PHEV,SUV,829,16.58
2023,20,NMC (unspecified),PHEV,SUV,6681,133.61999999999998
2024,20,NMC (unspecified),PHEV,SUV,6975,139.5
2025,20,NMC (unspecified),PHEV,SUV,504,10.08
2014,66 / 91,NMC (unspecified),BEV,SUV,0,0
2015,66 / 91,NMC (unspecified),BEV,SUV,0,0
2016,66 / 91,NMC (unspecified),BEV,SUV,0,0
2017,66 / 91,NMC (unspecified),BEV,SUV,0,0
2018,66 / 91,NMC (unspecified),BEV,SUV,0,0
2019,66 / 91,NMC (unspecified),BEV,SUV,0,0
2020,66 / 91,NMC (unspecified),BEV,SUV,0,0
2021,66 / 91,NMC (unspecified),BEV,SUV,0,0
2022,66 / 91,NMC (unspecified),BEV,SUV,201,14.874
2023,66 / 91,NMC (unspecified),BEV,SUV,13464,996.3360000000001
2024,66 / 91,NMC (unspecified),BEV,SUV,19798,1465.052
2025,66 / 91,NMC (unspecified),BEV,SUV,1492,110.408
2014,24 / 30,NMC 111 + LMO,BEV,Car,30200,724.8000000000001
2015,24 / 30,NMC 111 + LMO,BEV,Car,17269,431.725
2016,24 / 30,NMC 111 + LMO,BEV,Car,14006,406.174
2017,24 / 30,NMC 111 + LMO,BEV,Car,11230,336.9
2018,24 / 30,NMC 111 + LMO,BEV,Car,60,1.8
2019,24 / 30,NMC 111 + LMO,BEV,Car,0,0
2020,24 / 30,NMC 111 + LMO,BEV,Car,0,0
2021,24 / 30,NMC 111 + LMO,BEV,Car,0,0
2022,24 / 30,NMC 111 + LMO,BEV,Car,0,0
2023,24 / 30,NMC 111 + LMO,BEV,Car,0,0
2024,24 / 30,NMC 111 + LMO,BEV,Car,0,0
2025,24 / 30,NMC 111 + LMO,BEV,Car,0,0
2014,40 / 62,NMC 622,BEV,Car,0,0
2015,40 / 62,NMC 622,BEV,Car,0,0
2016,40 / 62,NMC 622,BEV,Car,0,0
2017,40 / 62,NMC 622,BEV,Car,0,0
2018,40 / 62,NMC 622,BEV,Car,14715,588.5999999999999
2019,40 / 62,NMC 622,BEV,Car,12365,667.71
2020,40 / 62,NMC 622,BEV,Car,9564,516.456
2021,40 / 62,NMC 622,BEV,Car,14239,768.9060000000001
2022,40 / 62,NMC 622,BEV,Car,12025,649.35
2023,40 / 62,NMC 622,BEV,Car,7152,386.2080000000001
